 tile,        year,         CAI,         LAI,   treecover,  grasscover,         GPP,       Rauto,          Rh,      burned,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,         NSC,       SeedC,       leafC,       rootC,         swC,         hwC,         NSN,       SeedN,       leafN,       rootN,         swN,         hwN,       fineL,      strucL,       McrbC,     fastSOC,     slowSOC,       fineN,      strucN,       McrbN,     fastSON,     slowSON,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,
    1,   48,      0.0472,      0.1484,      0.0472,      0.0000,      0.1145,      0.0522,      0.3112,      0.0000,   2612.2800,   1182.4039,     32.0902,    524.9344,   2041.2402,      1.2749,      8.7694,      9.0094,   1022.8594,      0.2438,      0.0871,      0.0119,      0.0064,      0.8331,      0.0926,      1.5216,      4.3555,      0.3266,      0.1611,      2.3801,      0.2645,      0.0110,      0.0137,      0.0001,      0.0064,      8.7383,      0.3274,      0.2289,      0.0092,      0.1917,    218.4574,    803.6448,      0.0000,      0.6636,      7.8088,      0.3289,      0.0000,
    1,   49,      0.0483,      0.1520,      0.0483,      0.0000,      0.1120,      0.0526,      0.2851,      0.0000,   3867.5706,   1182.7109,     29.1318,    563.7347,   3274.4863,      1.3213,      8.4933,      9.3534,   1022.4134,      0.2483,      0.0909,      0.0122,      0.0066,      0.8665,      0.0968,      1.5586,      4.5431,      0.3345,      0.1650,      2.4757,      0.2767,      0.0112,      0.0141,      0.0001,      0.0068,      8.4611,      0.3356,      0.2349,      0.0089,      0.2051,    211.5266,    810.1023,      0.0000,      0.6810,      7.1368,      0.3370,      0.0000,
    1,   50,      0.0495,      0.1557,      0.0495,      0.0000,      0.1170,      0.0542,      0.2804,      0.0000,   2528.7012,   1182.7192,     26.3173,    447.9785,   2054.4800,      1.3707,      8.2221,      9.7057,   1021.9504,      0.2548,      0.0947,      0.0125,      0.0068,      0.9007,      0.1013,      1.5958,      4.7356,      0.3425,      0.1689,      2.5734,      0.2895,      0.0115,      0.0145,      0.0001,      0.0069,      8.1892,      0.3438,      0.2410,      0.0087,      0.2089,    204.7289,    816.4191,      0.0000,      0.6984,      7.0153,      0.3461,      0.0000,
    1,   51,      0.0506,      0.1593,      0.0506,      0.0000,      0.1161,      0.0556,      0.2771,      0.0000,   2236.8208,   1182.7201,     26.6758,    467.6956,   1742.5139,      1.4176,      7.9557,     10.0634,   1021.4752,      0.2579,      0.0986,      0.0127,      0.0069,      0.9357,      0.1057,      1.6331,      4.9317,      0.3505,      0.1729,      2.6734,      0.3019,      0.0118,      0.0148,      0.0001,      0.0070,      7.9220,      0.3520,      0.2471,      0.0084,      0.2104,    198.0197,    822.6375,      0.0000,      0.7111,      6.9346,      0.3534,      0.0000,
    1,   52,      0.0518,      0.1630,      0.0518,      0.0000,      0.1218,      0.0566,      0.2649,      0.0000,   2116.9409,   1171.2605,     30.0374,    497.6606,   1600.7875,      1.4687,      7.7046,     10.4277,   1020.9924,      0.2645,      0.1026,      0.0130,      0.0071,      0.9708,      0.1107,      1.6706,      5.1320,      0.3585,      0.1768,      2.7736,      0.3162,      0.0120,      0.0152,      0.0001,      0.0072,      7.6700,      0.3603,      0.2533,      0.0082,      0.2178,    191.6190,    828.5337,      0.0000,      0.7260,      6.6271,      0.3617,      0.0000,
    1,   53,      0.0530,      0.1666,      0.0530,      0.0000,      0.1244,      0.0571,      0.2482,      0.0000,   2915.1311,   1175.6412,     33.5160,    482.2226,   2395.0974,      1.5216,      7.4705,     10.7990,   1020.5104,      0.2719,      0.1067,      0.0133,      0.0072,      1.0065,      0.1158,      1.7082,      5.3367,      0.3666,      0.1808,      2.8757,      0.3310,      0.0123,      0.0156,      0.0001,      0.0076,      7.4349,      0.3687,      0.2595,      0.0079,      0.2300,    185.6413,    834.0031,      0.0000,      0.7412,      6.2096,      0.3700,      0.0000,
    1,   54,      0.0542,      0.1704,      0.0542,      0.0000,      0.1284,      0.0584,      0.2356,      0.0000,   2724.5117,   1174.5187,     35.2312,    426.5723,   2263.9146,      1.5770,      7.2493,     11.1822,   1020.1146,      0.2802,      0.1110,      0.0136,      0.0074,      1.0436,      0.1212,      1.7467,      5.5477,      0.3749,      0.1849,      2.9817,      0.3464,      0.0126,      0.0159,      0.0001,      0.0080,      7.2126,      0.3771,      0.2658,      0.0077,      0.2415,    180.0834,    839.1390,      0.0000,      0.7625,      5.8962,      0.3793,      0.0000,
    1,   55,      0.0554,      0.1742,      0.0554,      0.0000,      0.1269,      0.0589,      0.2216,      0.0000,   2318.5210,   1176.6432,     28.8202,    485.4123,   1802.2460,      1.6299,      7.0423,     11.5717,   1019.7420,      0.2851,      0.1153,      0.0139,      0.0076,      1.0843,      0.1237,      1.7853,      5.7628,      0.3831,      0.1890,      3.0980,      0.3535,      0.0129,      0.0163,      0.0001,      0.0085,      7.0045,      0.3856,      0.2721,      0.0075,      0.2544,    174.9145,    843.9078,      0.0000,      0.7763,      5.5492,      0.3868,      0.0000,
    1,   56,      0.0566,      0.1779,      0.0566,      0.0000,      0.1312,      0.0598,      0.2115,      0.0000,   2533.1899,   1176.6543,     31.4067,    433.6562,   2068.1978,      1.6860,      6.8456,     11.9687,   1019.3615,      0.2922,      0.1196,      0.0142,      0.0077,      1.1251,      0.1271,      1.8241,      5.9824,      0.3915,      0.1931,      3.2145,      0.3631,      0.0132,      0.0167,      0.0001,      0.0088,      6.8068,      0.3942,      0.2785,      0.0073,      0.2656,    170.0040,    848.4118,      0.0000,      0.7923,      5.3014,      0.3954,      0.0000,
    1,   57,      0.0578,      0.1818,      0.0578,      0.0000,      0.1340,      0.0623,      0.2186,      0.0000,   2899.8003,   1177.0892,     34.5753,    447.6417,   2417.2275,      1.7422,      6.6422,     12.3746,   1018.9788,      0.2982,      0.1241,      0.0145,      0.0079,      1.1648,      0.1327,      1.8634,      6.2072,      0.3999,      0.1972,      3.3279,      0.3790,      0.0135,      0.0171,      0.0001,      0.0087,      6.6028,      0.4029,      0.2849,      0.0071,      0.2623,    164.9345,    853.0870,      0.0000,      0.8099,      5.4809,      0.4040,      0.0000,
    1,   58,      0.0590,      0.1857,      0.0590,      0.0000,      0.1439,      0.0641,      0.2138,      0.0000,   1920.1609,   1170.9673,     43.5331,    445.4924,   1437.3309,      1.8060,      6.4437,     12.7921,   1018.5826,      0.3102,      0.1288,      0.0149,      0.0081,      1.2055,      0.1386,      1.9034,      6.4383,      0.4085,      0.2015,      3.4444,      0.3961,      0.0138,      0.0175,      0.0001,      0.0088,      6.4037,      0.4116,      0.2914,      0.0069,      0.2634,    159.9864,    857.6229,      0.0000,      0.8313,      5.3642,      0.4138,      0.0000,
    1,   59,      0.0603,      0.1896,      0.0603,      0.0000,      0.1386,      0.0659,      0.2119,      0.0000,   2480.0601,   1176.6567,     37.5932,    453.5842,   1983.2675,      1.8623,      6.2474,     13.2190,   1018.1694,      0.3132,      0.1335,      0.0152,      0.0082,      1.2475,      0.1447,      1.9439,      6.6747,      0.4172,      0.2057,      3.5642,      0.4134,      0.0141,      0.0179,      0.0001,      0.0087,      6.2066,      0.4205,      0.2979,      0.0067,      0.2629,    155.0898,    862.0915,      0.0000,      0.8484,      5.3199,      0.4215,      0.0000,
    1,   60,      0.0615,      0.1936,      0.0615,      0.0000,      0.1491,      0.0676,      0.2087,      0.0000,   4026.1003,   1181.6770,     38.8281,    506.3585,   3475.9536,      1.9271,      6.0545,     13.6539,   1017.7530,      0.3238,      0.1383,      0.0155,      0.0084,      1.2902,      0.1509,      1.9846,      6.9159,      0.4259,      0.2101,      3.6863,      0.4311,      0.0144,      0.0183,      0.0001,      0.0089,      6.0129,      0.4295,      0.3045,      0.0065,      0.2674,    150.2737,    866.4714,      0.0000,      0.8653,      5.2423,      0.4305,      0.0000,
    1,   61,      0.0628,      0.1976,      0.0628,      0.0000,      0.1461,      0.0688,      0.1992,      0.0000,   3239.9001,   1178.3693,     35.9217,    478.7350,   2728.6113,      1.9874,      5.8713,     14.0991,   1017.3195,      0.3284,      0.1433,      0.0158,      0.0086,      1.3372,      0.1542,      2.0259,      7.1629,      0.4348,      0.2144,      3.8205,      0.4406,      0.0147,      0.0187,      0.0001,      0.0091,      5.8288,      0.4385,      0.3112,      0.0064,      0.2747,    145.7002,    870.5885,      0.0000,      0.8847,      5.0065,      0.4395,      0.0000,
    1,   62,      0.0641,      0.2017,      0.0641,      0.0000,      0.1516,      0.0703,      0.1945,      0.0000,   3387.5310,   1176.4080,     39.6831,    425.1534,   2924.7185,      2.0515,      5.6932,     14.5527,   1016.8726,      0.3357,      0.1483,      0.0161,      0.0088,      1.3849,      0.1578,      2.0674,      7.4153,      0.4437,      0.2188,      3.9568,      0.4508,      0.0150,      0.0191,      0.0001,      0.0093,      5.6498,      0.4477,      0.3180,      0.0062,      0.2802,    141.2449,    874.5756,      0.0000,      0.9035,      4.8997,      0.4499,      0.0000,
    1,   63,      0.0654,      0.2057,      0.0654,      0.0000,      0.1529,      0.0718,      0.1908,      0.0000,   2346.5408,   1171.6434,     39.2766,    450.4176,   1861.6714,      2.1148,      5.5190,     15.0132,   1016.4030,      0.3412,      0.1534,      0.0165,      0.0089,      1.4310,      0.1637,      2.1090,      7.6719,      0.4526,      0.2232,      4.0886,      0.4678,      0.0153,      0.0195,      0.0001,      0.0094,      5.4748,      0.4569,      0.3248,      0.0060,      0.2833,    136.8698,    878.4621,      0.0000,      0.9184,      4.8287,      0.4578,      0.0000,
    1,   64,      0.0667,      0.2098,      0.0667,      0.0000,      0.1576,      0.0733,      0.1870,      0.0000,   2498.7805,   1171.5312,     39.8855,    433.5746,   2025.4900,      2.1809,      5.3488,     15.4804,   1015.9207,      0.3487,      0.1587,      0.0168,      0.0091,      1.4773,      0.1703,      2.1507,      7.9330,      0.4616,      0.2276,      4.2209,      0.4867,      0.0156,      0.0199,      0.0001,      0.0095,      5.3038,      0.4662,      0.3317,      0.0059,      0.2867,    132.5942,    882.2361,      0.0000,      0.9342,      4.7364,      0.4670,      0.0000,
    1,   65,      0.0680,      0.2139,      0.0680,      0.0000,      0.1628,      0.0754,      0.1852,      0.0000,   2021.6505,   1169.9539,     45.1348,    450.3397,   1527.8121,      2.2499,      5.1808,     15.9589,   1015.4319,      0.3575,      0.1640,      0.0171,      0.0093,      1.5248,      0.1772,      2.1930,      8.2003,      0.4706,      0.2321,      4.3566,      0.5063,      0.0159,      0.0203,      0.0001,      0.0095,      5.1350,      0.4755,      0.3386,      0.0057,      0.2862,    128.3748,    885.9510,      0.0000,      0.9547,      4.6924,      0.4762,      0.0000,
    1,   66,      0.0693,      0.2181,      0.0693,      0.0000,      0.1644,      0.0771,      0.1803,      0.0000,   3231.4004,   1178.9258,     44.6129,    467.4988,   2710.3633,      2.3184,      5.0179,     16.4477,   1014.9251,      0.3644,      0.1695,      0.0174,      0.0095,      1.5734,      0.1842,      2.2357,      8.4737,      0.4798,      0.2366,      4.4956,      0.5262,      0.0162,      0.0207,      0.0001,      0.0097,      4.9712,      0.4849,      0.3456,      0.0055,      0.2924,    124.2771,    889.5196,      0.0000,      0.9757,      4.5662,      0.4870,      0.0000,
    1,   67,      0.0707,      0.2223,      0.0707,      0.0000,      0.1715,      0.0784,      0.1736,      0.0000,   2369.8508,   1181.1609,     45.5308,    478.9184,   1843.2107,      2.3924,      4.8620,     16.9455,   1014.3928,      0.3754,      0.1750,      0.0178,      0.0096,      1.6232,      0.1913,      2.2788,      8.7523,      0.4890,      0.2412,      4.6377,      0.5465,      0.0165,      0.0212,      0.0001,      0.0100,      4.8143,      0.4944,      0.3527,      0.0054,      0.3000,    120.3417,    892.8986,      0.0000,      0.9929,      4.3777,      0.4951,      0.0000,
    1,   68,      0.0720,      0.2266,      0.0720,      0.0000,      0.1755,      0.0798,      0.1666,      0.0000,   3346.5820,   1161.0452,     61.3297,    425.3774,   2880.0183,      2.4684,      4.7134,     17.4561,   1013.8414,      0.3867,      0.1808,      0.0181,      0.0098,      1.6743,      0.1987,      2.3226,      9.0377,      0.4985,      0.2458,      4.7837,      0.5677,      0.0168,      0.0216,      0.0001,      0.0102,      4.6647,      0.5040,      0.3597,      0.0052,      0.3066,    116.5800,    896.0858,      0.0000,      1.0152,      4.2060,      0.5046,      0.0000,
    1,   69,      0.0734,      0.2309,      0.0734,      0.0000,      0.1732,      0.0798,      0.1509,      0.0000,   1883.2000,   1168.6710,     45.8792,    457.8769,   1371.8685,      2.5420,      4.5808,     17.9781,   1013.2675,      0.3938,      0.1866,      0.0185,      0.0100,      1.7271,      0.2060,      2.3670,      9.3295,      0.5080,      0.2505,      4.9344,      0.5886,      0.0172,      0.0220,      0.0001,      0.0110,      4.5305,      0.5137,      0.3669,      0.0051,      0.3324,    113.1898,    898.8595,      0.0000,      1.0362,      3.8133,      0.5143,      0.0000,
    1,   70,      0.0748,      0.2353,      0.0748,      0.0000,      0.1747,      0.0821,      0.1526,      0.0000,   2145.8406,   1168.6837,     47.1593,    491.2137,   1607.4974,      2.6143,      4.4469,     18.5088,   1012.6734,      0.3986,      0.1925,      0.0188,      0.0102,      1.7805,      0.2137,      2.4117,      9.6267,      0.5176,      0.2552,      5.0871,      0.6105,      0.0175,      0.0225,      0.0001,      0.0111,      4.3958,      0.5236,      0.3742,      0.0050,      0.3354,    109.7842,    901.6509,      0.0000,      1.0549,      3.8587,      0.5242,      0.0000,
    1,   71,      0.0762,      0.2396,      0.0762,      0.0000,      0.1786,      0.0832,      0.1477,      0.0000,   2169.0203,   1164.5374,     42.0948,    409.6113,   1721.5103,      2.6892,      4.3180,     19.0453,   1012.0791,      0.4051,      0.1986,      0.0192,      0.0104,      1.8345,      0.2214,      2.4562,      9.9280,      0.5271,      0.2600,      5.2413,      0.6327,      0.0178,      0.0229,      0.0000,      0.0114,      4.2658,      0.5335,      0.3815,      0.0049,      0.3443,    106.5023,    904.3127,      0.0000,      1.0705,      3.7369,      0.5340,      0.0000,
    1,   72,      0.0776,      0.2440,      0.0776,      0.0000,      0.1834,      0.0851,      0.1437,      0.0000,   1942.6100,   1172.3359,     61.0857,    376.0140,   1497.7545,      2.7663,      4.1934,     19.5956,   1011.4719,      0.4121,      0.2047,      0.0195,      0.0106,      1.8898,      0.2296,      2.5015,     10.2371,      0.5368,      0.2648,      5.3994,      0.6561,      0.0182,      0.0233,      0.0000,      0.0117,      4.1401,      0.5435,      0.3889,      0.0048,      0.3524,    103.3281,    906.8541,      0.0000,      1.0958,      3.6382,      0.5454,      0.0000,
    1,   73,      0.0790,      0.2484,      0.0790,      0.0000,      0.1764,      0.0855,      0.1383,      0.0000,   2036.0402,   1179.6550,     54.7863,    385.2344,   1588.7465,      2.8358,      4.0744,     20.1467,   1010.9023,      0.4114,      0.2110,      0.0199,      0.0108,      1.9451,      0.2377,      2.5461,     10.5481,      0.5464,      0.2695,      5.5574,      0.6792,      0.0185,      0.0238,      0.0000,      0.0120,      4.0201,      0.5535,      0.3964,      0.0047,      0.3616,    100.3352,    909.2510,      0.0000,      1.1049,      3.5046,      0.5539,      0.0000,
    1,   74,      0.0803,      0.2527,      0.0803,      0.0000,      0.1948,      0.0871,      0.1354,      0.0000,   3175.3411,   1173.5945,     50.5384,    508.4697,   2622.4373,      2.9216,      3.9603,     20.7073,   1010.3457,      0.4258,      0.2173,      0.0202,      0.0110,      2.0012,      0.2462,      2.5910,     10.8649,      0.5560,      0.2742,      5.7178,      0.7033,      0.0188,      0.0242,      0.0000,      0.0122,      3.9050,      0.5635,      0.4039,      0.0046,      0.3676,     97.4468,    911.5594,      0.0000,      1.1243,      3.4353,      0.5638,      0.0000,
    1,   75,      0.0818,      0.2572,      0.0818,      0.0000,      0.1949,      0.0896,      0.1351,      0.0000,   2481.2307,   1172.8882,     51.1224,    446.6715,   1984.1821,      3.0048,      3.8472,     21.2812,   1009.7750,      0.4355,      0.2238,      0.0206,      0.0112,      2.0590,      0.2548,      2.6367,     11.1888,      0.5658,      0.2791,      5.8828,      0.7280,      0.0192,      0.0247,      0.0000,      0.0122,      3.7911,      0.5735,      0.4114,      0.0044,      0.3678,     94.5792,    913.8386,      0.0000,      1.1477,      3.4282,      0.5737,      0.0000,
    1,   76,      0.0832,      0.2617,      0.0832,      0.0000,      0.1991,      0.0918,      0.1333,      0.0000,   3094.2708,   1178.4813,     59.8878,    421.5312,   2607.2903,      3.0896,      3.7363,     21.8679,   1009.1862,      0.4451,      0.2304,      0.0209,      0.0114,      2.1181,      0.2637,      2.6829,     11.5201,      0.5758,      0.2840,      6.0517,      0.7535,      0.0195,      0.0251,      0.0000,      0.0123,      3.6793,      0.5837,      0.4190,      0.0043,      0.3694,     91.7646,    916.0452,      0.0000,      1.1722,      3.3839,      0.5855,      0.0000,
    1,   77,      0.0846,      0.2663,      0.0846,      0.0000,      0.2054,      0.0930,      0.1279,      0.0000,   2824.8406,   1169.2079,     55.9758,    546.5898,   2231.5793,      3.1788,      3.6310,     22.4657,   1008.5867,      0.4574,      0.2371,      0.0213,      0.0116,      2.1786,      0.2728,      2.7296,     11.8574,      0.5858,      0.2889,      6.2245,      0.7794,      0.0198,      0.0256,      0.0000,      0.0126,      3.5729,      0.5939,      0.4266,      0.0042,      0.3794,     89.0840,    918.0985,      0.0000,      1.1918,      3.2491,      0.5941,      0.0000,
    1,   78,      0.0861,      0.2709,      0.0861,      0.0000,      0.2019,      0.0951,      0.1264,      0.0000,   2307.3301,   1175.4658,     57.7083,    437.1326,   1806.2529,      3.2621,      3.5274,     23.0746,   1007.9860,      0.4623,      0.2440,      0.0217,      0.0118,      2.2403,      0.2821,      2.7768,     12.2012,      0.5959,      0.2939,      6.4009,      0.8059,      0.0202,      0.0261,      0.0000,      0.0127,      3.4683,      0.6043,      0.4343,      0.0041,      0.3836,     86.4530,    920.1066,      0.0000,      1.2134,      3.2145,      0.6044,      0.0000,
    1,   79,      0.0876,      0.2755,      0.0876,      0.0000,      0.2081,      0.0955,      0.1187,      0.0000,   2564.7297,   1176.3899,     54.5009,    475.8138,   2033.5120,      3.3510,      3.4318,     23.6925,   1007.3720,      0.4715,      0.2510,      0.0220,      0.0120,      2.3031,      0.2914,      2.8242,     12.5505,      0.6061,      0.2989,      6.5801,      0.8327,      0.0205,      0.0265,      0.0000,      0.0133,      3.3714,      0.6148,      0.4421,      0.0041,      0.3995,     84.0123,    921.8993,      0.0000,      1.2327,      3.0223,      0.6149,      0.0000,
    1,   80,      0.0890,      0.2801,      0.0890,      0.0000,      0.2064,      0.0994,      0.1253,      0.0000,   3036.4404,   1167.4738,     66.7593,    517.6958,   2460.9265,      3.4337,      3.3300,     24.3192,   1006.7386,      0.4735,      0.2581,      0.0224,      0.0122,      2.3664,      0.3012,      2.8716,     12.9057,      0.6163,      0.3039,      6.7611,      0.8606,      0.0209,      0.0270,      0.0000,      0.0129,      3.2692,      0.6254,      0.4499,      0.0039,      0.3879,     81.4386,    923.8329,      0.0000,      1.2538,      3.1914,      0.6271,      0.0000,
    1,   81,      0.0905,      0.2847,      0.0905,      0.0000,      0.2107,      0.1020,      0.1272,      0.0000,   1749.1709,   1165.4857,     62.6390,    405.3069,   1283.2251,      3.5179,      3.2265,     24.9486,   1006.1121,      0.4767,      0.2653,      0.0228,      0.0124,      2.4296,      0.3111,      2.9187,     13.2638,      0.6264,      0.3089,      6.9418,      0.8890,      0.0212,      0.0275,      0.0000,      0.0125,      3.1653,      0.6359,      0.4578,      0.0038,      0.3752,     78.8267,    925.8127,      0.0000,      1.2652,      3.2375,      0.6359,      0.0000,
    1,   82,      0.0920,      0.2893,      0.0920,      0.0000,      0.2240,      0.1034,      0.1230,      0.0000,   2612.2800,   1182.4133,     62.8389,    500.7621,   2031.7681,      3.6135,      3.1275,     25.5862,   1005.4716,      0.4902,      0.2725,      0.0231,      0.0126,      2.4937,      0.3213,      2.9658,     13.6271,      0.6365,      0.3139,      7.1249,      0.9180,      0.0216,      0.0279,      0.0000,      0.0127,      3.0653,      0.6465,      0.4658,      0.0037,      0.3809,     76.3106,    927.6642,      0.0000,      1.2839,      3.1322,      0.6463,      0.0000,
    1,   83,      0.0934,      0.2940,      0.0934,      0.0000,      0.2175,      0.1034,      0.1138,      0.0000,   3867.5706,   1182.7111,     56.6094,    540.0536,   3270.6267,      3.7021,      3.0380,     26.2367,   1004.8170,      0.4949,      0.2800,      0.0235,      0.0128,      2.5598,      0.3312,      3.0136,     13.9976,      0.6467,      0.3190,      7.3137,      0.9461,      0.0219,      0.0284,      0.0000,      0.0134,      2.9742,      0.6570,      0.4737,      0.0036,      0.4040,     74.0182,    929.2604,      0.0000,      1.3073,      2.9015,      0.6567,      0.0000,
    1,   84,      0.0949,      0.2987,      0.0949,      0.0000,      0.2254,      0.1056,      0.1131,      0.0000,   2528.7012,   1182.7192,     50.7358,    429.5485,   2048.4121,      3.7959,      2.9496,     26.8979,   1004.1343,      0.5034,      0.2875,      0.0239,      0.0130,      2.6303,      0.3379,      3.0616,     14.3747,      0.6570,      0.3240,      7.5151,      0.9653,      0.0223,      0.0289,      0.0000,      0.0136,      2.8848,      0.6677,      0.4817,      0.0036,      0.4082,     71.7683,    930.8049,      0.0000,      1.3303,      2.8886,      0.6691,      0.0000,
    1,   85,      0.0964,      0.3033,      0.0964,      0.0000,      0.2220,      0.1076,      0.1124,      0.0000,   2236.8208,   1182.7201,     51.0389,    445.6562,   1740.1293,      3.8841,      2.8626,     27.5645,   1003.4475,      0.5056,      0.2951,      0.0243,      0.0132,      2.7021,      0.3439,      3.1096,     14.7558,      0.6673,      0.3291,      7.7202,      0.9825,      0.0227,      0.0294,      0.0000,      0.0135,      2.7970,      0.6784,      0.4898,      0.0035,      0.4079,     69.5449,    932.3232,      0.0000,      1.3445,      2.8736,      0.6779,      0.0000,
    1,   86,      0.0979,      0.3080,      0.0979,      0.0000,      0.2310,      0.1086,      0.1082,      0.0000,   2116.9409,   1169.9690,     57.0043,    476.7682,   1595.9286,      3.9801,      2.7816,     28.2390,   1002.7606,      0.5146,      0.3028,      0.0246,      0.0134,      2.7712,      0.3535,      3.1575,     15.1420,      0.6776,      0.3342,      7.9176,      1.0100,      0.0230,      0.0299,      0.0000,      0.0139,      2.7148,      0.6890,      0.4978,      0.0034,      0.4190,     67.4253,    933.7260,      0.0000,      1.3630,      2.7674,      0.6885,      0.0000,
    1,   87,      0.0994,      0.3127,      0.0994,      0.0000,      0.2343,      0.1089,      0.1025,      0.0000,   2915.1311,   1175.3737,     63.1749,    460.2636,   2386.3022,      4.0788,      2.7067,     28.9222,   1002.0681,      0.5251,      0.3107,      0.0250,      0.0136,      2.8395,      0.3649,      3.2056,     15.5338,      0.6879,      0.3393,      8.1129,      1.0426,      0.0234,      0.0304,      0.0000,      0.0146,      2.6383,      0.6998,      0.5059,      0.0033,      0.4390,     65.4499,    934.9701,      0.0000,      1.3824,      2.6236,      0.6992,      0.0000,
    1,   88,      0.1009,      0.3175,      0.1009,      0.0000,      0.2401,      0.1105,      0.0986,      0.0000,   2724.5117,   1173.8728,     65.9349,    409.6888,   2250.3843,      4.1810,      2.6361,     29.6225,   1001.3533,      0.5366,      0.3187,      0.0254,      0.0138,      2.9116,      0.3750,      3.2547,     15.9348,      0.6985,      0.3445,      8.3188,      1.0713,      0.0237,      0.0308,      0.0000,      0.0152,      2.5663,      0.7105,      0.5140,      0.0033,      0.4576,     63.5860,    936.0818,      0.0000,      1.4121,      2.5255,      0.7118,      0.0000,
    1,   89,      0.1024,      0.3223,      0.1024,      0.0000,      0.2356,      0.1107,      0.0939,      0.0000,   2318.5210,   1176.4136,     53.5492,    468.4344,   1793.9956,      4.2777,      2.5703,     30.3293,   1000.6169,      0.5417,      0.3268,      0.0258,      0.0140,      2.9835,      0.3859,      3.3037,     16.3401,      0.7090,      0.3497,      8.5243,      1.1026,      0.0241,      0.0313,      0.0000,      0.0159,      2.4990,      0.7214,      0.5222,      0.0033,      0.4788,     61.8458,    937.0455,      0.0000,      1.4276,      2.4086,      0.7207,      0.0000,
    1,   90,      0.1040,      0.3271,      0.1040,      0.0000,      0.2419,      0.1116,      0.0908,      0.0000,   2533.1899,   1176.3959,     57.9570,    418.6922,   2056.5583,      4.3795,      2.5080,     31.0450,    999.8792,      0.5508,      0.3350,      0.0262,      0.0142,      3.0615,      0.3918,      3.3528,     16.7511,      0.7195,      0.3549,      8.7471,      1.1195,      0.0245,      0.0318,      0.0000,      0.0165,      2.4352,      0.7323,      0.5304,      0.0032,      0.4964,     60.1973,    937.9196,      0.0000,      1.4470,      2.3328,      0.7315,      0.0000,
    1,   91,      0.1055,      0.3319,      0.1055,      0.0000,      0.2456,      0.1153,      0.0945,      0.0000,   2899.8003,   1176.9349,     63.3906,    430.8697,   2405.0007,      4.4809,      2.4423,     31.7718,    999.1193,      0.5579,      0.3434,      0.0266,      0.0144,      3.1385,      0.4001,      3.4023,     17.1687,      0.7301,      0.3601,      8.9673,      1.1433,      0.0248,      0.0323,      0.0000,      0.0162,      2.3690,      0.7433,      0.5386,      0.0032,      0.4868,     58.4913,    938.8563,      0.0000,      1.4692,      2.4274,      0.7424,      0.0000,
    1,   92,      0.1071,      0.3368,      0.1071,      0.0000,      0.2618,      0.1178,      0.0930,      0.0000,   1920.1609,   1169.9248,     79.2647,    433.0414,   1414.8586,      4.5958,      2.3785,     32.5145,    998.3345,      0.5761,      0.3519,      0.0269,      0.0146,      3.2128,      0.4134,      3.4525,     17.5951,      0.7409,      0.3654,      9.1795,      1.1811,      0.0252,      0.0328,      0.0000,      0.0161,      2.3043,      0.7543,      0.5469,      0.0031,      0.4853,     56.8241,    939.7208,      0.0000,      1.4982,      2.3898,      0.7554,      0.0000,
    1,   93,      0.1086,      0.3417,      0.1086,      0.0000,      0.2506,      0.1204,      0.0928,      0.0000,   2480.0601,   1176.3696,     68.0131,    439.6595,   1965.9298,      4.6966,      2.3150,     33.2696,    997.5413,      0.5784,      0.3606,      0.0273,      0.0148,      3.2933,      0.4221,      3.5032,     18.0282,      0.7518,      0.3708,      9.4095,      1.2061,      0.0256,      0.0333,      0.0000,      0.0160,      2.2402,      0.7655,      0.5552,      0.0030,      0.4811,     55.1712,    940.5652,      0.0000,      1.5195,      2.3841,      0.7645,      0.0000,
    1,   94,      0.1102,      0.3467,      0.1102,      0.0000,      0.2679,      0.1227,      0.0918,      0.0000,   4026.1003,   1181.6757,     69.8105,    487.0634,   3463.9058,      4.8119,      2.2529,     34.0347,    996.7490,      0.5939,      0.3693,      0.0277,      0.0150,      3.3721,      0.4338,      3.5542,     18.4675,      0.7627,      0.3762,      9.6347,      1.2394,      0.0259,      0.0338,      0.0000,      0.0161,      2.1770,      0.7767,      0.5636,      0.0029,      0.4862,     53.5444,    941.3752,      0.0000,      1.5408,      2.3583,      0.7757,      0.0000,
    1,   95,      0.1118,      0.3517,      0.1118,      0.0000,      0.2608,      0.1241,      0.0887,      0.0000,   3239.9001,   1178.1724,     64.1703,    460.6166,   2718.6023,      4.9182,      2.1942,     34.8134,    995.9413,      0.5983,      0.3783,      0.0281,      0.0153,      3.4523,      0.4460,      3.6057,     18.9144,      0.7738,      0.3816,      9.8636,      1.2743,      0.0263,      0.0343,      0.0000,      0.0165,      2.1171,      0.7881,      0.5721,      0.0029,      0.4961,     51.9988,    942.0834,      0.0000,      1.5657,      2.2795,      0.7870,      0.0000,
